date,temperature,humidity,wind_speed,rain,pressure,pm25,hour,day_of_week,month,season,pm25_lag_1,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_rolling_mean_6,pm25_rolling_std_6,pm25_rolling_mean_12,pm25_rolling_std_12,pm25_rolling_mean_24,pm25_rolling_std_24,temp_humidity_interaction
2025-11-22 23:08:51.611625,24.997221002313974,79.99999922771717,10.614355407110338,0,1011.6476380094928,164.7773428370254,23,5,11,4,159.4287043540686,161.62083567964115,156.88392633710183,158.84152312010372,139.0777149208096,159.05702797164477,12.559199531140191,156.1129512785143,10.949392431541684,159.30411971233275,9.747543401155488,1999.7776608801933
2025-11-23 00:08:51.611625,27.58539419088132,79.32001416953489,15.113853231119291,0,1009.0171608802958,146.79408382648236,0,6,11,4,164.7773428370254,165.75517124484108,134.25555227212135,165.75959907193925,159.98373098752367,161.14678323070495,7.716626261413258,154.53249167472623,10.798107523781464,158.7545510806227,10.073914580127646,2188.0738580929115
2025-11-23 01:08:51.611625,29.997392533939987,77.32351787157803,11.168656460591643,1,1011.01643931514,159.62917019391637,1,6,11,4,146.79408382648236,159.4287043540686,168.5045614421711,150.86296823020908,157.13277425053937,159.6675513559958,6.82303586062738,155.26300850503515,10.823783822474809,158.8585675782634,10.069328150812812,2319.5039176988503
2025-11-23 02:08:51.611625,32.06885678718045,74.14655629081975,7.414521038682059,0,1001.4898909059368,170.444084896842,2,6,11,4,159.62917019391637,164.7773428370254,161.62083567964115,137.51023435268058,160.00439856256654,161.13809289219594,8.149999911986264,158.00749605038195,10.061695168323645,159.29355450885822,10.342759812042553,2377.795294952912
2025-11-23 03:08:51.611625,33.65863250070159,70.00561506710989,8.028262105140367,0,1012.5768022653898,153.0342006476126,3,6,11,4,170.444084896842,146.79408382648236,165.75517124484108,153.02648422107347,184.09786798943867,159.01793112599123,8.360593691060188,158.00813908592687,10.061348136762609,157.99923503628216,8.954209323888065,2356.2932705294297
2025-11-23 04:08:51.611625,34.658388615467686,65.18286768212509,16.526166836377328,1,1014.5220087353708,153.16076727396748,4,6,11,4,153.0342006476126,159.62917019391637,159.4287043540686,154.97003529929862,163.28724186786357,157.97327494597437,8.684324140344389,157.8573667504826,10.124372667074828,157.5772985948698,8.932758256406087,2259.133159197701
2025-11-23 05:08:51.611625,34.99999939665404,60.00694749416474,10.85276367457326,0,1011.5135452636812,157.49414013073826,5,6,11,4,153.16076727396748,170.444084896842,164.7773428370254,156.88392633710183,161.13916362761594,156.75940782825984,8.027213948826455,157.90821789995232,10.120570672851452,157.42542261583324,8.900494253145752,2100.2431260908165
2025-11-23 06:08:51.611625,34.66018668156815,54.83055388759942,11.125193113141597,0,1014.9768941590058,165.53614176855262,6,6,11,4,157.49414013073826,153.0342006476126,146.79408382648236,134.25555227212135,162.94861428197208,159.88308415193822,6.9478064516622915,160.5149336913216,7.03163295935191,157.53323626110742,8.98557177072914,1900.437233597978
2025-11-23 07:08:51.611625,33.66210610844625,50.00641850665777,8.217188243977697,0,1008.2115960098904,148.71395668641406,7,6,11,4,165.53614176855262,153.16076727396748,159.62917019391637,168.5045614421711,152.7837537676418,158.06388190068785,8.320913741965152,158.86571662834183,7.303003033925748,157.36366138272294,9.116548436282683,1683.3213658744844
2025-11-23 08:08:51.611625,32.07376923676163,45.86326929095064,10.20176493355168,0,1014.303698362164,178.21098022777966,8,6,11,4,148.71395668641406,157.49414013073826,170.444084896842,161.62083567964115,163.82173330860255,159.3583644558441,10.851452085025485,160.24822867402005,9.196762545573854,157.96321333768864,9.990953261960838,1471.007915681407
2025-11-23 09:08:51.611625,30.00340907948059,42.683430179926376,7.132266932108186,0,1021.3253751612978,162.11565254476466,9,6,11,4,178.21098022777966,165.53614176855262,153.0342006476126,165.75517124484108,163.87269635375574,160.87193977203611,10.41760231601555,159.94493544901368,9.05760287667498,157.8900031789807,9.952130012993154,1280.648416603779
2025-11-23 10:08:51.611625,27.592104850806844,40.68358289512015,7.439906690944452,0,1014.6770856881355,189.38801107554715,10,6,11,4,162.11565254476466,148.71395668641406,153.16076727396748,159.4287043540686,162.02995963619094,166.90981373896605,14.680604886189348,162.44154434247022,12.41067504130947,159.02992198895387,11.835524668007956,1122.5456849486472
2025-11-23 11:08:51.611625,25.00416849646197,40.00000173763635,8.879922629174317,0,1019.0632360412797,164.3561238772979,11,6,11,4,189.38801107554715,178.21098022777966,157.49414013073826,164.7773428370254,158.84152312010372,168.05347769672602,14.054319037543346,162.40644276249293,12.404061942942182,159.2596970205036,11.885134358773419,1000.1667833066309
2025-11-23 12:08:51.611625,22.415948090956604,40.67926753651724,10.617755747344852,0,1017.3361598469724,145.87261334745443,12,6,11,4,164.3561238772979,162.11565254476466,165.53614176855262,146.79408382648236,165.75959907193925,164.77622295987632,16.78589163249638,162.32965355590727,12.511882657987018,158.43107261531674,12.10351021950508,911.8643494767065
2025-11-23 13:08:51.611625,20.00381106471611,42.67509352141296,8.11486962417508,0,1015.4412420416544,143.14554624249678,13,6,11,4,145.87261334745443,189.38801107554715,148.71395668641406,159.62917019391637,150.86296823020908,163.84815455255676,17.964145964057156,160.95601822662232,13.685141773369141,158.10951336582875,12.4119044813791,853.6645079714353
2025-11-23 14:08:51.611625,17.93212611224844,45.85147941206012,8.254735326855121,0,1017.0456239811468,159.50866519970026,14,6,11,4,143.14554624249678,164.3561238772979,178.21098022777966,170.444084896842,137.51023435268058,160.73110204787687,16.53963125136037,160.0447332518605,13.356034716774804,159.02611465112122,11.610971415126059,822.2145112502251
2025-11-23 15:08:51.611625,16.3420627224195,49.9919787974881,5.214107221024426,0,1012.0184578124004,146.51293213660497,15,6,11,4,159.50866519970026,145.87261334745443,162.11565254476466,153.0342006476126,153.02648422107347,158.1306486465169,17.478342243167017,159.50129420927652,13.79274664130715,158.7547166476017,11.831339227328863,816.9720531264163
2025-11-23 16:08:51.611625,15.341971557205774,54.814448303920685,10.351643681199004,0,1020.83999054489,151.78517818612738,16,6,11,4,146.51293213660497,143.14554624249678,189.38801107554715,153.16076727396748,154.97003529929862,151.86350983161364,8.426652403400869,159.38666178528985,13.855805926423892,158.62201426788621,11.893333056287224,840.9617068026774
2025-11-23 17:08:51.611625,15.000001182558066,59.99027350835713,14.087141985785973,0,1016.1905960992772,157.86164706801608,17,6,11,4,151.78517818612738,159.50866519970026,164.3561238772979,157.49414013073826,156.88392633710183,150.78109703006666,6.751664882283215,159.41728736339633,13.851648123600508,158.66275263167432,11.88879434995955,899.8541735673388
2025-11-23 18:08:51.611625,15.339454264713728,65.16676149882777,13.805709097679689,0,1008.6546718273894,139.06159884506454,18,6,11,4,157.86164706801608,146.51293213660497,145.87261334745443,165.53614176855262,134.25555227212135,149.645927946335,8.166353726934926,157.21107545310565,14.860120325730419,158.8630045722136,11.493722852859452,999.622557590776
2025-11-23 19:08:51.611625,16.337199671670863,69.99117419956245,5.711423394124714,0,1018.1660570314772,193.2590465606552,19,6,11,4,139.06159884506454,151.78517818612738,143.14554624249678,148.71395668641406,168.5045614421711,157.9981779993614,18.84003892378464,160.9231662759591,17.814587259161705,159.89444145215046,13.356362581053247,1143.4597881529498
2025-11-23 20:08:51.611625,17.925248682967563,74.13476477372691,10.282679531145352,0,1009.5260471000106,168.4786703040254,20,6,11,4,193.2590465606552,157.86164706801608,159.50866519970026,178.21098022777966,161.62083567964115,159.49317885008227,19.333309677095624,160.11214044897955,17.165712882842897,160.18018456149983,13.467795179749196,1328.8840946223584
2025-11-23 21:08:51.611625,19.995387901121887,77.31517920666867,7.454303270041191,0,1000.7682112697717,140.65057793741354,21,6,11,4,168.4786703040254,139.06159884506454,146.51293213660497,162.11565254476466,165.75517124484108,158.5161198168837,20.24704054244785,158.32338423170032,18.034364307050435,159.134159840357,13.98110478660528,1545.9469988820933
2025-11-23 22:08:51.611625,22.406553167242254,79.31569657306294,12.933551923619492,0,1009.502856740638,156.69711007318165,22,6,11,4,140.65057793741354,193.2590465606552,151.78517818612738,189.38801107554715,159.4287043540686,159.33477513139272,20.018467951892944,155.59914248150318,15.15434850548479,159.02034341198672,13.989718661178314,1777.191372261189
2025-11-23 23:08:51.611625,24.99444200484257,79.99999691086875,9.929770947063094,0,1006.7921942585564,152.71208492680117,23,6,11,4,156.69711007318165,168.4786703040254,157.86164706801608,164.3561238772979,164.7773428370254,158.47651477452357,20.20378949563013,154.6288059022951,14.913535054735467,158.51762433239404,13.990628690258157,1999.5552831762934
2025-11-24 00:08:51.611625,27.582709577314997,79.3214503844039,9.89077381215489,0,1011.1002477454946,154.70853871347168,0,0,11,4,152.71208492680117,140.65057793741354,139.06159884506454,145.87261334745443,146.79408382648236,161.08433808592477,18.09651777788446,155.36513301612987,14.65784966232946,158.8473932860186,13.794177546391367,2187.900529204414
2025-11-24 01:08:51.611625,29.99498524016602,77.32629475110286,4.9883750339468165,0,1007.9804413322804,161.46389508544036,1,0,11,4,154.70853871347168,156.69711007318165,193.2590465606552,143.14554624249678,159.62917019391637,155.78514617338897,9.315185096959995,156.8916620863752,14.216799377017542,158.92384015649876,13.803779151295402,2319.4010697360577
2025-11-24 02:08:51.611625,32.06689085186275,74.15048461189349,10.10683335772342,0,1017.6431396249448,150.85532582359798,2,0,11,4,161.46389508544036,152.71208492680117,168.4786703040254,159.50866519970026,170.444084896842,152.84792209331775,7.003959294570366,156.17055047169998,14.2912556113627,158.10764186178025,13.67148079928424,2377.775496662317
2025-11-24 03:08:51.611625,33.6572418873,70.01042714468835,4.073791726765487,0,1007.3310308257576,166.09453664613244,3,0,11,4,150.85532582359798,154.70853871347168,140.65057793741354,146.51293213660497,153.0342006476126,157.0885818781042,5.7284491652004474,157.80235084749395,14.205960645668254,158.65182252838522,13.720596081031019,2356.35788104197
2025-11-24 04:08:51.611625,34.657668083652524,65.18823560991572,11.506203010306905,0,1008.8839818447076,158.30579847308957,4,0,11,4,166.09453664613244,161.46389508544036,156.69711007318165,151.78517818612738,153.16076727396748,157.3566966114222,5.744087433094199,158.34573587140747,14.079018502055671,158.86619882834864,13.671176405156052,2259.272232727397
2025-11-24 05:08:51.611625,34.99999804515914,60.01250548893316,17.79733121154335,0,1010.3276015660144,161.78745975432037,5,0,11,4,158.30579847308957,150.85532582359798,152.71208492680117,157.86164706801608,157.49414013073826,158.8692590826754,5.464519652193352,158.6728869285995,14.112319470910595,159.0450871459979,13.680528330955779,2100.4375747977624
2025-11-24 06:08:51.611625,34.660904602487555,54.83592321450007,7.0411726400715136,0,1011.7663927964658,173.61651352561438,6,0,11,4,161.78745975432037,166.09453664613244,154.70853871347168,139.06159884506454,165.53614176855262,162.02058821803251,7.614322594216842,161.55246315197863,13.245716337401864,159.38176930254215,13.9441117916873,1900.6627033271197
2025-11-24 07:08:51.611625,33.663494380958724,50.01123328711763,12.202285935579818,0,1021.7063433321208,169.5895544897899,7,0,11,4,173.61651352561438,158.30579847308957,161.46389508544036,193.2590465606552,148.71395668641406,163.3748647854241,8.195907465280625,159.58000547940654,9.256640607398666,160.2515858776828,13.900764047799214,1683.5528707457004
2025-11-24 08:08:51.611625,32.07573326071051,45.867201434496415,11.064260711833075,0,1014.4417343425752,163.6284245695672,8,0,11,4,169.5895544897899,161.78745975432037,150.85532582359798,168.4786703040254,178.21098022777966,165.50371457641896,5.51358184937794,159.17581833486835,8.93299503462463,159.64397939192398,13.390978930221042,1471.2241186281854
2025-11-24 09:08:51.611625,30.00581502165124,42.68621174104167,10.065159193846858,0,1019.0610302782568,167.40995973376675,9,0,11,4,163.6284245695672,173.61651352561438,166.09453664613244,140.65057793741354,162.11565254476466,165.72295175769136,5.567660806494713,161.40576681789778,7.024159044617389,159.86457552479905,13.476799167013915,1280.8345734767336
2025-11-24 10:08:51.611625,27.594788764636775,40.685024331683486,13.366261748522302,0,1019.538334368556,159.5742570277093,10,0,11,4,167.40995973376675,169.5895544897899,158.30579847308957,156.69711007318165,189.38801107554715,165.93436151679467,5.244394222379771,161.64552906410842,6.896771719635355,158.6223357728058,11.92142731241745,1122.6946523169133
2025-11-24 11:08:51.611625,25.006947493745567,40.00000482676752,6.353166851469479,0,1007.507649862396,178.96146527565696,11,0,11,4,159.5742570277093,163.6284245695672,161.78745975432037,152.71208492680117,164.3561238772979,168.79669577035074,6.940738399345091,163.83297742651305,7.896121719784416,159.23089166440408,12.581362280477968,1000.2780204525448
2025-11-24 12:08:51.611625,22.41863280427797,40.67783206771557,10.136160470815918,0,1015.1971199846204,151.909899538901,12,0,11,4,178.96146527565696,167.40995973376675,173.61651352561438,154.70853871347168,145.87261334745443,165.17892677256518,9.211655402599936,163.59975749529886,8.224618401760727,159.48244525571437,12.36108935722151,911.9413804001986
2025-11-24 13:08:51.611625,20.00621855139037,42.67231731090135,12.377650082098013,0,1008.3996908133092,144.91096368724305,13,0,11,4,151.909899538901,159.5742570277093,169.5895544897899,161.46389508544036,143.14554624249678,161.06582830547404,11.950767281219672,162.22034654544908,9.844073608678057,159.55600431591213,12.264519585975885,853.7117062161709
2025-11-24 14:08:51.611625,17.934092320467048,45.84755163735727,9.27903930827579,0,1005.8562348926062,146.96940638621854,14,0,11,4,144.91096368724305,178.96146527565696,163.6284245695672,150.85532582359798,159.50866519970026,158.28932527491594,13.114820546923925,161.89651992566746,10.305041806275602,159.03353519868372,12.530819339756125,822.2342237317455
2025-11-24 15:08:51.611625,16.343453670126486,49.98716710640722,8.511627832433007,0,1012.5607844697688,143.69181043674024,15,0,11,4,146.96940638621854,151.909899538901,167.40995973376675,166.09453664613244,146.51293213660497,154.3363003920782,13.387573507270623,160.02962607488476,11.441937790068701,158.91598846118936,12.665880855531833,816.962949704437
2025-11-24 16:08:51.611625,15.342692461950454,54.809080576417536,11.354945640449548,0,1004.5791904202104,157.41835081384994,16,0,11,4,143.69181043674024,144.91096368724305,159.5742570277093,158.30579847308957,151.78517818612738,153.97698268976828,13.24706617996078,159.95567210328147,11.456950613329628,159.15070398734449,12.579895348871242,840.9188674062364
2025-11-24 17:08:51.611625,15.000002920194325,59.98471551401793,6.735451297707153,0,1009.9595875414548,164.64457271097714,17,0,11,4,157.41835081384994,146.96940638621854,178.96146527565696,161.78745975432037,157.86164706801608,151.59083392898833,8.158856331691299,160.19376484966952,11.527946186072322,159.43332588913452,12.625785491196064,899.7709078772947
2025-11-24 18:08:51.611625,15.338736716834934,65.16139197246889,3.712882932915365,0,1020.9268130988702,159.28652430587726,18,0,11,4,164.64457271097714,143.69181043674024,151.909899538901,173.61651352561438,139.06159884506454,152.82027139015102,8.750856322600036,158.99959908135813,10.725371350888333,160.27603111666838,11.858607588798446,999.4934355681817
2025-11-24 19:08:51.611625,16.335811733678405,69.98635903334848,8.402194608502256,0,1017.553284005318,149.8466103187023,19,0,11,4,159.28652430587726,157.41835081384994,144.91096368724305,169.5895544897899,193.2590465606552,153.6428791620609,8.063657265088526,157.35435373376748,10.464301034080899,158.467179606587,9.728438947762058,1143.2839850944038
